1301,E00012
1332,E00014
1334,E00020
1352,E00017
1376,E00004
1377,E00006
1378,E00007
1379,E00008
1380,E00344
1381,E00009
1382,E00010
1383,E25969
1400,E05479
1401,E00323
1405,E04042
1407,E00327
1408,E05594
1413,E00325
1414,E00329
1417,E24558
1418,E24512
1419,E27305
1420,E27273
1491,E00027
1514,E21342
1515,E00036
1518,E00037
1605,E00043
1606,E23800
1661,E00040
1662,E00041
1711,E05452
1712,E05444
1716,E00320
1717,E05377
1718,E00315
1719,E00317
1720,E00316
1721,E00322
1722,E00318
1723,E00313
1724,E05326
1726,E00312
1728,E00309
1730,E00308
1734,E00306
1736,E00304
1737,E00303
1738,E05065
1739,E00302
1743,E00299
1757,E00288
1758,E00287
1762,E00285
1764,E00282
1766,E00281
1768,E00279
1770,E00277
1771,E00276
1773,""
1775,E00273
1776,E00272
1777,E00271
1780,E00268
1782,E00267
1783,E00263
1787,E00260
1788,E00259
1789,E00258
1793,E00255
1795,E00254
1798,E00251
1799,E00250
1801,E00052
1802,E00055
1803,E00053
1805,E00063
1807,E00167
1808,E00090
1810,E00064
1811,E00069
1812,E00058
1813,E00097
1814,E00093
1815,E00065
1819,E00070
1820,E00060
1821,E00085
1822,E00095
1824,E00051
1826,E00121
1827,E00105
1828,E00242
1832,E01855
1833,E00083
1834,E00111
1835,E00112
1840,E00240
1841,E00101
1844,E00239
1846,E00099
1847,E00117
1848,E00238
1850,E00118
1852,E00120
1853,E00130
1860,E00147
1861,E00056
1865,E00174
1866,E00175
1867,E00179
1868,E00235
1869,E00201
1870,E00148
1871,E01161
1873,E00197
1878,E00218
1879,E00221
1881,E00049
1882,E00066
1883,E00061
1884,E00067
1885,E00080
1888,E00081
1890,E00082
1892,E00079
1893,E00086
1896,E00156
1897,E00133
1898,E00176
1899,E00196
1904,E00233
1905,E00232
1906,E00231
1909,E25282
1911,E00011
1914,E00204
1916,E00178
1919,E00170
1921,E01394
1924,E00624
1925,E00048
1926,E00098
1928,E00143
1929,E00142
1930,E00207
1931,E00127
1933,E00198
1934,E00137
1935,E00193
1936,E00191
1937,E00184
1938,E00185
1939,E00181
1941,E00073
1942,E00074
1944,E00075
1945,E00092
1946,E00076
1948,E02569
1949,E00114
1950,E00115
1951,E00094
1952,E00227
1954,E00078
1956,E00129
1959,E00146
1960,E00173
1961,E00107
1963,E01575
1964,E00119
1965,E00225
1966,E00209
1967,E00138
1968,E00113
1969,E00149
1971,E00091
1972,E00109
1973,E00210
1975,E00153
1976,E00161
1978,E00186
1979,E00183
1980,E00194
1981,E00189
1982,E00168
1983,E00200
1984,E00202
1987,E00211
1989,E00213
1992,E00182
1994,E00222
1997,E00246
1999,E00248
2001,E00345
2002,E00346
2003,E00347
2004,E00348
2006,E00350
2008,E00352
2009,E00351
2052,E00438
2053,E00439
2055,E00454
2056,E00440
2058,E00502
2107,E00354
2108,E00355
2109,E00356
2112,E00361
2114,E00360
2117,E25648
2120,E05624
2121,E05617
2122,E05623
2124,E05625
2127,E05629
2128,E05616
2130,E05153
2131,E04749
2132,E05620
2134,E03745
2136,E05657
2137,E05670
2138,E05621
2139,E05668
2144,E05596
2145,E05681
2146,E05698
2148,E05686
2150,E05684
2151,E05685
2152,E05691
2153,E05706
2154,E05695
2155,E05693
2156,E05701
2157,E04751
2158,E05700
2159,E05704
2160,E05712
2162,E05676
2163,E05717
2164,E05716
2165,E05718
2168,E05729
2169,E05726
2170,E05727
2172,E05740
2173,E05737
2174,E05733
2175,E05697
2176,E20922
2178,E21322
2179,E21514
2180,E21381
2181,E21261
2182,E21682
2183,E21706
2185,E22042
2186,E22049
2190,E22551
2191,E22621
2193,E22663
2195,E23634
2196,E24017
2198,E24550
2201,E00369
2204,E00372
2206,E00373
2207,E00376
2208,E00380
2209,E00371
2211,E00374
2212,E00375
2215,E00377
2216,E00378
2217,E00381
2218,E00382
2220,E00385
2221,E00386
2222,E00387
2224,E00388
2226,E00389
2228,E00392
2229,E25303
2264,E00331
2266,E00337
2267,E00406
2268,E00474
2269,E21902
2270,E23202
2281,E00335
2282,E00334
2284,E00336
2286,E00443
2288,E00458
2290,E00340
2291,E00341
2292,E00342
2293,E00343
2294,E03283
2300,E05278
2301,E05286
2303,E05289
2304,E05288
2305,E03393
2307,E05291
2309,E05292
2311,E05293
2315,E05331
2317,E05283
2321,E05297
2322,E05298
2323,E05302
2325,E05299
2326,E05303
2327,E05304
2329,E05307
2330,E05308
2331,E05309
2332,E05310
2335,E05312
2337,E05314
2338,E05315
2340,E04727
2341,E05316
2342,E05317
2344,E05319
2345,E05320
2349,E05322
2351,E05324
2352,E05513
2353,E05327
2354,E05328
2359,E05332
2362,E05335
2369,E05349
2370,E05351
2371,E05350
2372,E05352
2373,E05353
2374,E05354
2375,E05356
2376,E00744
2378,E05361
2379,E05368
2384,E04224
2385,E05367
2388,E00745
2389,E05374
2391,E05378
2393,E05381
2395,E05385
2397,E05389
2398,E05393
2399,E05394
2400,E05398
2402,E05403
2404,E05409
2405,E05396
2406,E05408
2408,E05416
2410,E05419
2411,E05417
2412,E05423
2413,E05425
2415,E05428
2417,E05433
2418,E05411
2419,E05436
2425,E05440
2427,E05447
2428,E05458
2429,E05467
2432,E05460
2433,E05410
2434,E05464
2435,E05478
2436,E05477
2437,E05450
2438,E05483
2440,E05456
2445,E05493
2447,E05489
2449,E05498
2450,E05501
2451,E05499
2453,E05509
2454,E05514
2458,E05520
2459,E05527
2461,E05533
2462,E05536
2464,E05524
2466,E05522
2467,E05544
2468,E05535
2469,E05550
2471,E05555
2475,E05560
2477,E05564
2479,E05569
2480,E05575
2481,E05576
2483,E05579
2484,E05584
2485,E05585
2487,E05598
2488,E05593
2489,E05599
2491,E05149
2492,E05609
2493,E05611
2497,E05562
2498,E05646
2499,E05631
2501,E00393
2502,E00394
2503,E00395
2531,E00396
2533,E00397
2538,E00399
2540,E00400
2551,E00422
2573,E00408
2579,E00417
2580,E00423
2587,E27622
2588,E27294
2590,E00424
2593,E00414
2594,E00491
2597,E00505
2599,E00421
2602,E00428
2607,E00431
2608,E00430
2611,E00432
2612,E00433
2613,E00434
2651,E03345
2652,E03347
2653,E03349
2654,E02917
2655,E03348
2656,E05112
2658,E02919
2659,E03352
2660,E03353
2662,E03350
2664,E03356
2665,E05076
2666,E03355
2667,E02922
2668,E02923
2669,E03358
2670,E02925
2673,E03360
2674,E03361
2675,E03359
2676,E02927
2678,E03363
2681,E03367
2683,E03365
2685,E03368
2686,E03370
2687,E03372
2689,E02928
2692,E02931
2693,E02932
2694,E03374
2695,E03375
2698,E03377
2700,E02934
2702,E03366
2703,E02937
2705,E03380
2706,E02463
2708,E02938
2710,E02939
2712,E03382
2714,E02940
2715,E02941
2719,E03247
2721,E05241
2722,E03386
2724,E05237
2726,E03387
2729,E04761
2730,E03399
2733,E02947
2734,E03408
2735,E03391
2736,E03392
2737,E02946
2742,E03395
2743,E02949
2747,E03397
2749,E05306
2750,E02952
2751,E02953
2752,E03400
2753,E03398
2754,E03401
2759,E02954
2760,E02955
2761,E02956
2762,E03404
2763,E03405
2764,E03406
2766,E02957
2767,E03407
2768,E02958
2769,E03409
2772,E03410
2773,E02959
2776,E02960
2777,E02961
2778,E03415
2780,E03416
2782,E03418
2784,E02962
2786,E03419
2788,E02963
2789,E03422
2790,E03421
2791,E03423
2792,E03424
2795,E02964
2796,E05379
2798,E03428
2799,E02965
2801,E00435
2802,E00436
2804,E00466
2805,E00452
2806,E00465
2809,E00464
2810,E00462
2811,E00444
2812,E00475
2813,E00478
2814,E00484
2815,E00486
2816,E00501
2817,E00507
2818,E00513
2819,E00514
2830,E00503
2831,E00508
2871,E00446
2872,E00447
2874,E02576
2875,E00461
2876,E00488
2877,E00498
2882,E25551
2892,E00442
2894,E00453
2897,E00457
2899,E00469
2901,E00471
2902,E00472
2903,E00473
2904,E00476
2905,E00477
2907,E00480
2908,E00481
2910,E00482
2911,E00487
2914,E00492
2915,E00493
2916,E00494
2917,E00495
2918,E00496
2919,E00497
2922,E00506
2923,E00510
2924,E00511
2925,E00512
2926,E00515
2927,E01064
2928,E00518
2929,E02484
2930,E26549
2931,E27054
3001,E00524
3002,E00520
3003,E00523
3004,E02542
3010,E00521
3011,E00585
3020,E03472
3021,E03465
3022,E02996
3023,E02547
3024,E02997
3027,E03466
3028,E03475
3030,E03473
3031,E05563
